year,id,age,race,sex,siblings,kids
2012,1752,46,White,Female,6+,3
2012,1753,49,White,Female,6+,4+
2012,1754,75,White,Female,3,2
2012,1755,54,Black,Female,6+,0
2012,1756,52,Black,Female,5,1
2012,1757,21,White,Male,3,0
2012,1758,32,Other,Male,5,0
2012,1759,36,White,Female,4,4+
2012,1760,80,White,Female,3,4+
2012,1761,54,White,Female,3,3
2012,1762,63,White,Male,3,3
2012,1763,53,White,Male,5,3
2012,1764,62,White,Female,2,4+
2012,1765,61,White,Female,3,3
2012,1766,75,White,Female,4,1
2012,1767,65,White,Male,1,2
2012,1768,70,White,Female,4,3
2012,1769,78,White,Male,1,4+
2012,1770,35,White,Female,1,2
2012,1771,70,White,Male,1,2
2012,1772,32,White,Female,2,4+
2012,1773,78,White,Male,1,4+
2012,1774,86,White,Female,6+,4+
2012,1775,59,White,Male,0,1
2012,1776,27,White,Male,1,0
2012,1777,60,White,Male,2,2
2012,1778,23,White,Female,5,2
2012,1779,61,White,Male,6+,0
2012,1780,65,White,Male,1,1
2012,1781,51,White,Male,2,1
2012,1782,38,White,Male,6+,0
2012,1783,39,White,Male,0,0
2012,1784,25,White,Female,3,2
2012,1785,33,White,Male,3,3
2012,1786,30,White,Male,2,0
2012,1787,30,Other,Male,1,0
2012,1788,36,White,Male,6+,3
2012,1789,35,White,Male,4,2
2012,1790,23,Other,Female,3,2
2012,1791,27,White,Male,3,0
2012,1792,75,White,Male,6+,4+
2012,1793,31,White,Female,6+,3
2012,1794,41,Black,Female,1,2
2012,1795,71,White,Male,1,2
2012,1796,80,White,Female,6+,4+
2012,1797,33,White,Female,6+,0
2012,1798,37,White,Male,1,0
2012,1799,44,White,Male,1,4+
2012,1800,33,White,Female,4,3
2012,1801,45,Other,Female,6+,3
2012,1802,25,White,Female,2,2
2012,1803,26,White,Female,2,0
2012,1804,36,White,Male,2,3
2012,1805,86,White,Male,3,3
2012,1806,72,White,Female,1,3
2012,1807,36,Other,Female,5,4+
2012,1808,64,White,Male,3,0
2012,1809,49,Other,Female,6+,4+
2012,1810,87,White,Female,4,4+
2012,1811,52,Other,Female,5,4+
2012,1812,24,Other,Female,4,3
2012,1813,61,White,Male,2,1
2012,1814,32,Other,Female,2,0
2012,1815,42,White,Male,2,3
2012,1816,89,White,Female,6+,4+
2012,1817,59,White,Female,6+,4+
2012,1818,73,White,Male,2,3
2012,1819,70,White,Female,4,3
2012,1820,48,White,Male,1,2
2012,1821,21,White,Female,2,1
2012,1822,26,White,Female,3,4+
2012,1823,74,White,Female,6+,4+
2012,1824,68,White,Male,3,2
2012,1825,69,White,Female,1,2
2012,1826,59,White,Female,2,2
2012,1827,56,White,Male,3,1
2012,1828,60,White,Male,6+,4+
2012,1829,54,White,Female,4,1
2012,1830,34,White,Female,2,3
2012,1831,35,White,Female,1,1
2012,1832,61,White,Female,4,3
2012,1833,79,White,Male,2,2
2012,1834,78,White,Female,6+,4+
2012,1835,33,White,Female,6+,2
2012,1836,39,White,Male,1,0
2012,1837,36,White,Male,6+,0
2012,1838,32,White,Female,6+,0
2012,1839,74,White,Female,5,2
2012,1840,61,White,Female,3,3
2012,1841,29,White,Male,0,1
2012,1842,32,White,Male,2,2
2012,1843,32,White,Female,6+,0
2012,1844,29,White,Female,4,4+
2012,1845,46,White,Female,2,0
2012,1846,28,White,Female,2,0
2012,1847,47,White,Male,1,2
2012,1848,26,White,Male,5,0
2012,1849,79,White,Female,5,3
2012,1850,39,White,Female,0,2
2012,1851,79,White,Female,2,4+
2012,1852,57,White,Female,6+,2
2012,1853,49,White,Male,6+,3
2012,1854,82,White,Female,6+,4+
2012,1855,55,White,Male,6+,3
2012,1856,51,White,Male,2,0
2012,1857,73,White,Male,2,1
2012,1858,78,White,Male,6+,3
2012,1859,60,White,Female,1,2
2012,1860,62,White,Male,3,4+
2012,1861,65,White,Female,2,2
2012,1862,44,White,Female,6+,2
2012,1863,20,Black,Female,6+,1
2012,1864,62,White,Female,6+,3
2012,1865,55,White,Male,6+,0
2012,1866,71,White,Male,5,2
2012,1867,71,White,Male,5,0
2012,1868,33,White,Female,3,0
2012,1869,56,White,Female,4,2
2012,1870,44,White,Female,2,2
2012,1871,51,White,Female,6+,3
2012,1872,64,White,Male,3,4+
2012,1873,76,White,Male,5,2
2012,1874,54,White,Male,3,1
2012,1875,56,White,Female,1,1
2012,1876,89,White,Male,2,2
2012,1877,36,White,Female,2,2
2012,1878,87,White,Female,1,2
2012,1879,44,White,Female,2,2
2012,1880,26,White,Male,3,0
2012,1881,25,White,Female,2,1
2012,1882,60,Other,Female,6+,1
2012,1883,47,Black,Female,6+,3
2012,1884,74,White,Female,5,4+
2012,1885,28,Black,Female,5,1
2012,1886,54,Black,Female,6+,4+
2012,1887,66,Black,Female,5,1
2012,1888,66,Black,Male,6+,2
2012,1889,31,White,Female,2,4+
2012,1890,44,Black,Male,2,2
2012,1891,45,White,Male,3,2
2012,1892,51,White,Male,4,1
2012,1893,61,Black,Male,6+,3
2012,1894,23,Black,Male,5,0
2012,1895,33,White,Male,3,4+
2012,1896,77,White,Male,6+,1
2012,1897,28,White,Male,1,0
2012,1898,55,Black,Female,6+,2
2012,1899,56,White,Male,3,1
2012,1900,29,Other,Male,6+,1
2012,1901,19,White,Female,2,0
2012,1902,61,White,Female,6+,3
2012,1903,31,Other,Male,6+,2
2012,1904,25,Other,Female,2,4+
2012,1905,68,White,Male,4,2
2012,1906,62,Black,Female,6+,2
2012,1907,56,White,Male,2,3
2012,1908,52,Black,Female,6+,2
2012,1909,39,Black,Female,5,2
2012,1910,57,Black,Female,6+,4+
2012,1911,65,Black,Female,6+,1
2012,1912,24,White,Female,6+,2
2012,1913,43,Black,Female,6+,4+
2012,1914,23,White,Male,2,0
2012,1915,57,Black,Female,6+,4+
2012,1916,39,Black,Female,6+,4+
2012,1917,21,Black,Female,6+,0
2012,1918,67,White,Female,6+,4+
2012,1919,66,White,Female,1,2
2012,1920,23,White,Female,1,0
2012,1921,41,Black,Female,4,3
2012,1922,48,White,Female,1,2
2012,1923,41,White,Female,1,2
2012,1924,61,Black,Male,3,1
2012,1925,56,White,Female,3,4+
2012,1926,34,Black,Female,6+,1
2012,1927,56,White,Male,6+,2
2012,1928,47,White,Male,3,2
2012,1929,44,White,Female,6+,2
2012,1930,30,White,Male,4,0
2012,1931,73,White,Male,4,4+
2012,1932,81,White,Female,5,4+
2012,1933,70,White,Female,6+,2
2012,1934,33,White,Male,2,0
2012,1935,21,White,Female,1,0
2012,1936,39,White,Male,1,2
2012,1937,65,White,Male,1,4+
2012,1938,34,White,Male,1,0
2012,1939,73,White,Female,6+,4+
2012,1940,32,White,Female,1,2
2012,1941,44,White,Female,3,2
2012,1942,66,White,Male,3,4+
2012,1943,30,Black,Female,3,1
2012,1944,31,White,Female,6+,2
2012,1945,21,Black,Male,6+,0
2012,1946,50,White,Male,4,2
2012,1947,49,Black,Female,3,1
2012,1948,71,White,Male,6+,4+
2012,1949,53,White,Male,6+,0
2012,1950,58,White,Female,2,2
2012,1951,40,White,Male,2,0
2012,1952,45,White,Female,4,0
2012,1953,62,White,Female,6+,3
2012,1954,28,White,Female,2,0
2012,1955,74,White,Male,1,2
2012,1956,60,White,Male,3,2
2012,1957,42,White,Male,6+,0
2012,1958,36,White,Female,1,3
2012,1959,50,White,Female,6+,1
2012,1960,63,White,Male,4,0
2012,1961,20,White,Female,3,0
2012,1962,71,White,Male,2,3
2012,1963,50,Other,Male,5,3
2012,1964,23,White,Female,3,1
2012,1965,65,White,Female,3,2
2012,1966,60,White,Male,4,2
2012,1967,69,White,Female,2,4+
2012,1968,78,White,Male,2,4+
2012,1969,25,Other,Female,6+,0
2012,1970,61,Other,Female,3,0
2012,1971,53,Other,Female,6+,0
2012,1972,48,White,Male,2,2
2012,1973,37,Other,Female,3,4+
2012,1974,22,Other,Male,3,0
2014,1,53,White,Male,3,0
2014,2,26,White,Female,3,0
2014,3,59,White,Male,3,1
2014,4,56,White,Female,3,2
2014,5,74,White,Female,0,3
2014,6,56,White,Female,3,1
2014,7,63,White,Male,1,2
2014,8,34,White,Male,1,2
2014,9,37,White,Female,2,4+
2014,10,30,Other,Female,3,3
2014,11,43,Other,Female,6+,2
2014,12,56,White,Male,5,0
2014,13,69,White,Male,3,4+
2014,14,40,White,Female,2,2
2014,15,25,White,Female,2,0
2014,16,56,White,Male,3,3
2014,17,51,Other,Female,6+,3
2014,18,46,White,Male,0,0
2014,19,51,White,Male,5,2
2014,20,39,Other,Female,2,2
2014,21,30,Black,Female,3,2
2014,22,36,White,Female,5,3
2014,23,42,White,Female,6+,3
2014,24,38,Other,Male,1,0
2014,25,38,White,Female,3,2
2014,26,28,Black,Female,6+,0
2014,27,35,White,Male,1,2
2014,28,57,White,Male,4,4+
2014,29,50,White,Male,6+,2
2014,30,54,White,Male,3,1
2014,32,61,White,Female,6+,3
2014,33,54,White,Female,2,0
2014,34,47,White,Male,6+,2
2014,35,53,Other,Male,6+,2
2014,36,37,Black,Female,3,2
2014,37,38,Other,Female,6+,2
2014,38,31,White,Male,1,0
2014,39,69,White,Female,3,2
2014,40,35,White,Male,0,1
2014,41,61,White,Female,1,2
2014,42,80,White,Male,1,3
2014,43,59,White,Male,3,0
2014,44,26,White,Male,3,0
2014,45,50,White,Female,4,1
2014,46,43,Black,Female,3,2
2014,47,30,White,Male,2,0
2014,48,59,White,Male,6+,4+
2014,49,32,White,Female,2,0
2014,50,32,Other,Male,4,2
2014,51,52,White,Female,3,3
2014,52,42,White,Male,2,1
2014,53,29,Other,Male,2,0
2014,54,81,White,Female,1,3
2014,55,51,Other,Male,3,1
2014,56,24,Black,Female,2,0
2014,57,63,White,Female,1,0
2014,58,44,White,Female,1,0
2014,59,56,White,Female,3,0
2014,60,43,Other,Female,6+,1
2014,61,51,White,Male,2,0
2014,62,32,Other,Female,2,0
2014,63,47,Other,Female,1,0
2014,64,47,Other,Female,1,0
2014,65,34,Other,Male,1,0
2014,66,69,White,Male,1,2
2014,67,65,White,Female,2,0
2014,68,57,White,Male,3,3
2014,69,24,White,Male,3,0
2014,70,32,White,Male,4,0
2014,71,51,White,Male,1,2
2014,72,66,White,Female,2,2
2014,73,51,White,Female,4,2
2014,74,27,White,Male,0,0
2014,75,39,White,Female,3,1
2014,76,41,Other,Female,2,3
2014,77,54,White,Male,2,2
2014,78,58,White,Female,1,1
2014,79,43,Other,Male,1,3
2014,80,55,Other,Female,6+,4+
2014,81,51,Other,Male,5,3
2014,82,40,Other,Female,4,1
2014,83,35,Black,Female,3,1
2014,84,43,Other,Male,4,0
2014,85,36,Black,Female,6+,2
2014,86,30,Other,Female,3,3
2014,87,56,Black,Male,6+,0
2014,88,41,Black,Male,6+,2
2014,89,25,White,Male,6+,2
2014,90,48,Black,Female,2,0
2014,91,45,White,Male,4,1
2014,92,72,Black,Female,3,4+
2014,93,27,Black,Female,2,0
2014,94,24,White,Female,2,2
2014,95,40,Other,Female,3,3
2014,96,26,Black,Female,1,0
2014,97,28,Other,Female,5,1
2014,98,37,Black,Female,4,2
2014,100,62,Black,Male,6+,4+
2014,101,43,Black,Female,3,3
2014,102,32,White,Male,2,0
2014,103,65,Black,Female,6+,3
2014,104,32,White,Female,1,0
2014,105,51,White,Male,3,0
2014,106,41,White,Male,1,1
2014,107,81,White,Male,6+,2
2014,108,74,White,Female,1,3
2014,109,42,White,Male,0,2
2014,110,45,White,Male,1,3
2014,111,23,Black,Male,1,0
2014,112,26,Other,Male,5,0
2014,113,29,Other,Female,3,0
2014,114,28,Other,Male,5,1
2014,115,60,White,Female,6+,1
2014,116,35,White,Female,5,0
2014,117,38,Other,Female,2,3
2014,118,30,Other,Male,3,0
2014,119,44,Other,Male,3,0
2014,120,58,White,Female,4,0
2014,121,41,White,Male,3,0
2014,122,61,White,Female,1,0
2014,123,56,White,Female,2,1
2014,124,79,White,Female,6+,1
2014,125,32,White,Male,1,0
2014,126,68,White,Female,2,0
2014,127,89,White,Female,1,2
2014,128,38,Other,Male,1,0
2014,129,29,Black,Female,4,0
2014,130,77,Black,Male,6+,3
2014,131,47,Black,Male,4,1
2014,132,53,Black,Male,6+,4+
2014,133,54,Black,Female,0,0
2014,134,64,Black,Female,3,3
2014,135,62,White,Female,6+,4+
2014,136,30,White,Female,3,0
2014,137,61,White,Male,1,2
2014,138,63,White,Male,2,2
2014,139,41,White,Male,1,1
2014,140,57,Other,Female,1,2
2014,141,29,White,Female,3,0
2014,142,40,White,Male,2,2
2014,143,21,White,Male,4,0
2014,144,55,White,Male,3,4+
2014,145,81,White,Female,6+,4+
2014,146,38,White,Female,1,2
2014,147,37,White,Male,2,2
2014,148,45,White,Female,2,2
2014,149,37,Black,Female,0,0
2014,150,55,Other,Male,5,3
2014,151,74,White,Female,6+,2
2014,152,84,White,Female,1,0
2014,153,54,White,Male,0,4+
2014,154,23,Black,Male,2,1
2014,155,25,Other,Female,6+,1
2014,156,81,White,Female,1,2
2014,157,48,White,Male,4,1
2014,158,46,White,Male,2,0
2014,159,51,Other,Male,6+,4+
2014,160,86,Black,Female,6+,0
2014,161,54,Other,Male,6+,2
2014,163,75,White,Female,0,3
2014,164,23,White,Male,0,0
2014,165,63,White,Female,5,1
2014,166,82,White,Female,1,4+
2014,167,50,White,Female,3,3
2014,168,83,White,Male,5,4+
2014,169,67,White,Male,1,0
2014,170,84,White,Female,6+,2
2014,171,59,Black,Female,2,1
2014,172,45,White,Female,3,0
2014,173,55,White,Male,2,0
2014,174,62,White,Female,2,1
2014,175,77,White,Female,4,3
2014,176,46,White,Male,3,0
2014,177,59,White,Male,0,1
2014,178,20,Black,Female,4,0
2014,179,63,White,Male,0,4+
2014,180,71,White,Female,2,0
2014,181,37,Other,Male,2,0
2014,182,27,White,Female,3,3
2014,183,26,White,Female,3,2
2014,184,46,White,Male,3,1
2014,185,56,White,Female,5,4+
2014,186,45,Other,Female,1,1
2014,187,62,White,Male,6+,2
2014,188,24,Black,Male,4,0
2014,189,48,Black,Male,5,4+
2014,190,31,Black,Male,1,0
2014,191,37,Black,Male,5,0
2014,192,35,Black,Female,5,2
2014,193,26,White,Female,5,2
2014,194,54,White,Female,2,1
2014,195,36,White,Female,2,1
2014,196,79,White,Female,6+,4+
2014,197,78,Black,Female,6+,4+
2014,198,27,White,Male,6+,0
2014,199,20,Other,Female,1,0
2014,200,41,White,Male,1,2
2014,201,63,White,Male,3,0
2014,202,25,Black,Male,2,0
2014,203,32,White,Female,6+,2
2014,204,34,Black,Female,6+,2
2014,205,46,Other,Male,2,2
2014,206,50,White,Male,6+,4+
2014,207,34,Other,Female,4,3
2014,208,22,White,Female,6+,3
2014,209,35,White,Male,3,2
2014,210,41,White,Female,6+,3
2014,211,53,White,Female,6+,3
2014,212,54,White,Female,6+,4+
2014,213,50,Other,Female,6+,0
2014,214,38,White,Female,6+,3
2014,215,35,White,Female,5,4+
2014,216,19,Black,Male,5,0
2014,217,56,Other,Male,6+,4+
2014,218,46,Other,Male,1,2
2014,219,68,White,Female,6+,2
2014,220,41,White,Female,3,0
2014,221,29,White,Male,3,2
2014,222,61,Other,Female,2,0
2014,223,56,White,Male,1,0
2014,224,33,White,Female,6+,2
2014,225,24,Other,Female,1,0
2014,226,69,White,Male,1,0
2014,227,61,White,Male,3,2
2014,228,78,Black,Female,4,0
2014,229,43,White,Male,5,1
2014,230,52,White,Male,1,2
2014,231,59,White,Male,2,0
2014,232,69,White,Male,2,0
2014,233,37,White,Male,3,1
2014,234,41,White,Female,2,1
2014,235,59,White,Female,2,2
2014,236,23,White,Female,2,0
2014,237,19,Other,Male,2,0
2014,238,30,White,Female,3,0
2014,239,75,White,Female,2,4+
2014,240,46,White,Female,6+,2
2014,241,19,White,Male,3,0
2014,242,51,Other,Female,1,1
2014,243,61,White,Female,2,2
2014,244,45,White,Female,6+,3
2014,245,58,Other,Male,6+,3
2014,246,79,White,Female,6+,4+
2014,247,75,Other,Female,3,4+
2014,248,89,White,Male,4,4+
2014,249,41,Other,Female,4,2
2014,250,32,Other,Male,1,0
2014,251,58,Other,Female,4,2
2014,252,72,White,Male,1,3
2014,253,66,White,Female,2,2
2014,254,21,Black,Female,4,0
2014,255,45,White,Female,1,1
2014,256,58,White,Male,5,0
2014,257,50,White,Female,4,2
2014,258,55,White,Female,3,1
2014,259,43,White,Male,2,1
2014,260,31,White,Female,3,1
2014,261,30,White,Female,6+,1
2014,262,42,Black,Female,6+,4+
2014,263,25,Other,Female,4,4+
2014,264,59,White,Female,3,1
2014,265,80,White,Female,6+,4+
2014,266,58,White,Female,2,0
2014,267,40,White,Female,1,4+
2014,268,78,White,Male,2,1
2014,269,78,White,Female,2,2
2014,270,46,White,Female,3,3
2014,271,43,White,Male,1,2
2014,272,81,White,Male,1,3
2014,273,63,Black,Female,3,3
2014,274,48,Black,Male,3,2
2014,275,48,Other,Female,6+,2
2014,276,57,Black,Male,2,3
2014,277,29,White,Female,2,1
2014,278,30,White,Female,5,1
2014,279,29,Black,Female,1,0
2014,280,50,Black,Female,1,4+
2014,281,61,White,Female,5,2
2014,282,30,White,Male,1,0
2014,283,32,White,Male,3,2
2014,284,18,White,Female,0,0
2014,285,85,White,Female,1,4+
2014,286,51,White,Male,0,0
2014,287,26,White,Female,1,2
2014,288,38,White,Male,2,1
2014,289,39,Other,Female,6+,3
2014,290,20,White,Male,2,0
2014,291,39,White,Female,2,3
2014,292,57,White,Female,6+,2
2014,293,87,White,Female,0,2
2014,294,81,White,Female,1,4+
2014,295,31,White,Male,3,1
2014,296,61,White,Female,2,3
2014,297,31,White,Female,6+,1
2014,298,61,Other,Male,4,1
2014,299,39,White,Female,5,2
2014,300,84,White,Male,0,0
2014,301,54,White,Female,4,0
2014,302,26,Other,Male,2,0
2014,303,84,White,Female,0,2
2014,304,60,Black,Male,1,2
2014,305,43,White,Female,2,0
2014,306,65,White,Male,1,0
2014,307,34,Black,Female,1,0
2014,308,78,White,Female,5,2
2014,309,85,White,Female,6+,1
2014,310,73,White,Female,6+,2
2014,311,25,White,Female,4,0
2014,312,30,White,Female,2,0
2014,313,46,Black,Female,5,3
2014,314,28,Black,Female,2,1
2014,315,40,Black,Female,2,4+
2014,316,25,Black,Male,3,0
2014,317,55,Other,Male,3,2
2014,318,19,Other,Female,4,0
2014,319,31,Other,Female,1,4+
2014,320,33,Other,Male,6+,3
2014,321,27,White,Male,0,0
2014,322,62,White,Male,6+,2
2014,323,70,White,Female,1,2
2014,324,58,White,Male,1,0
2014,325,54,Other,Female,2,1
2014,326,50,Other,Female,0,1
2014,327,36,White,Female,4,2
2014,328,34,Other,Female,1,2
2014,329,19,Other,Female,2,0
2014,330,39,Other,Female,3,4+
2014,331,66,Other,Male,6+,4+
2014,332,73,White,Female,3,2
2014,333,53,White,Female,1,0
2014,334,41,White,Male,2,2
2014,335,35,Black,Male,2,0
2014,336,23,White,Female,4,1
2014,337,74,White,Female,5,4+
2014,338,36,Other,Female,6+,3
2014,339,23,Black,Male,4,2
2014,340,64,White,Female,3,0
2014,341,39,Other,Female,1,0
2014,342,82,White,Male,1,2
2014,343,50,White,Male,1,3
2014,344,74,White,Male,3,3
2014,345,45,White,Female,2,1
2014,346,47,White,Male,4,4+
2014,347,69,White,Female,6+,2
2014,348,36,White,Male,2,2
2014,349,38,White,Male,6+,3
2014,350,42,White,Female,2,1
2014,351,70,White,Male,4,2
2014,352,70,White,Male,1,2
2014,353,53,White,Female,3,3
2014,354,65,White,Male,6+,0
2014,355,29,White,Male,2,0
2014,356,28,Other,Male,3,0
2014,357,63,White,Male,1,2
2014,358,35,White,Female,6+,2
2014,359,35,White,Female,3,4+
2014,360,50,White,Female,3,1
2014,361,57,White,Female,4,1
2014,362,40,White,Male,0,1
2014,363,32,White,Female,3,0
2014,364,30,White,Female,0,0
2014,365,30,White,Female,1,0
2014,366,49,White,Male,2,3
2014,367,58,White,Female,3,1
2014,368,24,White,Female,2,0
2014,369,49,White,Female,6+,4+
2014,370,66,White,Male,6+,1
2014,371,43,White,Male,6+,2
2014,372,67,Other,Male,5,2
2014,373,69,White,Female,2,2
2014,374,65,White,Male,6+,3
2014,375,52,White,Male,1,0
2014,376,63,White,Male,4,2
2014,377,60,White,Male,4,3
2014,378,20,White,Female,5,0
2014,379,49,White,Male,3,4+
2014,380,36,White,Female,2,1
2014,381,23,Black,Male,3,0
2014,382,19,White,Male,2,0
2014,383,57,White,Male,1,4+
2014,385,39,Other,Male,6+,1
2014,386,33,Other,Male,1,2
2014,387,38,Black,Female,5,1
2014,388,57,Black,Female,6+,4+
2014,389,23,White,Male,5,0
2014,390,46,Black,Female,4,4+
2014,391,23,Black,Female,3,0
2014,392,55,Black,Male,6+,3
2014,393,22,Black,Female,2,0
2014,394,70,Black,Female,6+,4+
2014,395,27,Black,Male,3,0
2014,396,58,Black,Female,4,2
2014,397,55,Black,Female,5,4+
2014,398,36,Black,Female,0,2
2014,399,65,White,Female,0,0
2014,400,64,White,Female,1,0
2014,401,41,White,Female,4,3
2014,402,58,White,Male,4,3
2014,403,52,White,Female,4,4+
2014,404,63,White,Female,4,2
2014,405,70,White,Male,2,2
2014,406,63,White,Male,1,0
2014,407,31,White,Female,2,1
2014,408,88,White,Male,2,3
2014,409,60,Black,Female,5,1
2014,410,34,White,Female,4,0
2014,411,35,White,Male,2,1
2014,412,72,White,Female,2,3
2014,413,77,White,Female,3,4+
2014,414,49,White,Male,6+,4+
2014,415,38,Black,Female,4,1
2014,416,40,White,Female,3,0
2014,417,37,Black,Female,2,3
2014,418,35,White,Female,1,0
2014,419,62,Black,Female,6+,1
2014,420,32,Black,Male,1,0
2014,421,70,White,Male,5,2
2014,422,44,Other,Male,3,2
2014,423,60,White,Male,1,2
2014,424,57,Other,Female,3,1
2014,425,55,White,Male,3,0
2014,426,39,Black,Male,6+,0
2014,427,52,Black,Male,6+,4+
2014,428,22,Black,Female,3,0
2014,429,42,White,Male,5,2
2014,430,25,Black,Male,2,0
2014,431,42,Black,Female,3,0
2014,432,46,Black,Female,6+,3
2014,433,89,White,Female,2,3
2014,434,18,Black,Female,1,0
2014,435,41,White,Male,6+,0
2014,436,56,White,Male,2,0
2014,437,45,White,Male,2,1
2014,438,25,White,Female,2,0
2014,439,24,White,Male,1,0
2014,440,25,Other,Female,1,0
2014,441,66,White,Female,1,0
2014,442,36,White,Male,2,0
2014,443,65,White,Male,5,0
2014,444,44,White,Male,3,0
2014,445,78,White,Male,4,0
2014,446,59,White,Male,1,2
2014,447,65,White,Male,6+,2
2014,448,41,White,Female,0,4+
2014,449,60,White,Female,2,0
2014,450,50,Other,Male,2,1
2014,451,66,White,Male,2,0
2014,453,31,Black,Male,6+,0
2014,454,32,White,Male,3,0
2014,455,28,White,Male,2,0
2014,456,29,Black,Female,3,1
2014,457,71,White,Male,1,1
2014,458,44,White,Female,1,0
2014,459,31,White,Male,2,1
2014,460,65,White,Male,5,0
2014,461,72,White,Male,1,2
2014,462,45,White,Female,3,2
2014,463,19,White,Male,6+,0
2014,464,23,White,Male,5,0
2014,465,55,Black,Male,4,2
2014,466,74,White,Female,1,4+
2014,467,60,Other,Male,6+,0
2014,468,38,White,Male,6+,0
2014,469,75,White,Male,6+,2
2014,470,55,White,Female,6+,0
2014,471,28,White,Male,1,0
2014,472,75,White,Male,4,4+
2014,473,28,Black,Female,6+,2
2014,474,24,White,Female,2,0
2014,475,53,White,Female,4,1
2014,476,40,White,Female,4,1
2014,477,55,White,Female,3,2
2014,478,70,White,Male,6+,3
2014,479,52,White,Female,1,3
2014,480,63,White,Male,6+,4+
2014,481,69,White,Female,5,2
2014,482,38,White,Male,2,2
2014,483,63,White,Male,6+,0
2014,484,43,White,Male,1,0
2014,485,31,White,Male,3,3
2014,486,60,White,Female,4,2
2014,487,59,White,Male,3,3
2014,488,54,White,Female,3,2
2014,489,38,White,Male,2,2
2014,490,47,White,Female,1,2
2014,491,54,Other,Female,4,0
2014,492,25,White,Male,1,0
2014,493,34,Other,Female,6+,2
2014,494,54,White,Female,1,2
2014,495,57,White,Female,0,0
2014,496,21,White,Female,1,0
2014,497,66,White,Male,2,2
2014,498,69,White,Male,6+,3
2014,499,50,Other,Female,1,2
2014,500,65,Other,Female,6+,2
2014,501,74,White,Male,2,4+
2014,502,68,White,Male,1,2
2014,503,65,White,Male,2,1
2014,504,54,White,Male,2,2
2014,505,63,White,Male,1,2
2014,506,66,White,Male,2,1
2014,507,40,Other,Female,0,2
2014,508,71,Other,Male,5,3
2014,509,36,Other,Male,6+,3
2014,510,58,Other,Female,6+,2
2014,511,37,Black,Female,3,2
2014,512,51,Black,Female,1,2
2014,513,60,Other,Female,6+,4+
2014,514,34,Black,Female,2,1
2014,515,34,White,Female,2,1
2014,516,69,White,Female,2,0
2014,517,68,Black,Female,5,2
2014,518,32,Black,Male,2,3
2014,519,74,White,Female,0,0
2014,520,31,Other,Male,6+,3
2014,521,56,Other,Female,6+,0
2014,522,37,Black,Female,6+,1
2014,523,50,White,Male,1,1
2014,524,63,White,Male,1,0
2014,525,45,Black,Female,1,0
2014,526,50,White,Male,5,2
2014,527,23,Other,Male,3,0
2014,528,21,Other,Male,1,0
2014,529,60,White,Male,3,0
2014,530,40,Other,Male,2,0
2014,531,28,White,Male,2,0
2014,532,43,White,Female,2,0
2014,533,22,Other,Male,1,0
2014,534,41,White,Female,6+,4+
2014,535,29,Other,Male,1,0
2014,536,22,White,Male,5,0
2014,537,33,Other,Female,6+,1
2014,538,42,White,Female,2,1
2014,539,29,White,Male,2,0
2014,540,71,White,Female,6+,2
2014,541,44,White,Male,1,3
2014,542,61,White,Male,6+,2
2014,543,80,White,Male,2,4+
2014,544,30,White,Female,4,0
2014,545,33,White,Male,6+,1
2014,546,69,White,Male,1,3
2014,547,37,White,Female,4,3
2014,548,70,White,Male,4,2
2014,549,64,White,Female,3,3
2014,550,76,White,Female,2,1
2014,551,76,White,Female,6+,2
2014,552,50,White,Male,2,2
2014,553,38,Other,Female,0,3
2014,554,77,Other,Female,1,0
2014,555,49,Other,Female,1,2
2014,556,43,White,Female,2,2
2014,557,49,White,Female,1,0
2014,558,64,White,Female,4,0
2014,559,36,Other,Male,6+,3
2014,560,49,White,Female,4,2
2014,561,45,White,Male,1,4+
2014,562,68,White,Female,2,2
2014,563,79,Black,Male,2,3
2014,564,53,White,Male,3,2
2014,565,74,White,Female,1,2
2014,566,77,White,Female,6+,0
2014,567,30,White,Female,4,1
2014,568,44,White,Female,3,3
2014,569,56,Black,Male,5,4+
2014,570,31,Black,Female,5,4+
2014,571,65,Black,Female,6+,4+
2014,572,55,Other,Male,6+,4+
2014,573,55,Black,Female,5,2
2014,574,54,Other,Male,5,3
2014,575,75,Black,Male,6+,1
2014,576,53,Black,Female,3,2
2014,577,45,Black,Female,6+,3
2014,578,71,White,Female,2,1
2014,579,32,White,Female,1,2
2014,580,33,Other,Female,5,1
2014,581,72,White,Female,3,3
2014,582,70,White,Male,2,1
2014,583,58,White,Female,1,1
2014,584,54,White,Female,4,0
2014,585,70,White,Female,3,3
2014,586,47,Black,Male,5,3
2014,587,47,White,Male,2,2
2014,588,33,White,Male,5,4+
2014,589,47,Black,Male,6+,2
2014,590,40,White,Female,5,2
2014,591,42,Black,Female,2,4+
2014,592,56,White,Female,0,1
2014,593,66,White,Male,1,3
2014,594,55,White,Female,1,2
2014,595,74,Black,Male,5,4+
2014,596,18,White,Female,1,0
2014,597,58,White,Female,6+,2
2014,598,76,White,Female,6+,4+
2014,599,66,Black,Male,3,2
2014,600,62,White,Female,2,1
2014,601,70,Black,Female,4,4+
2014,602,53,Black,Female,5,2
2014,603,83,White,Female,3,2
2014,604,66,White,Male,3,0
2014,605,30,Black,Male,2,1
2014,606,61,White,Female,6+,3
2014,607,81,Black,Female,0,2
