year,id,ballot,age,childs,sibs,degree,race,sex,region,income16,relig,marital,padeg,madeg,partyid,polviews,happy,partners,grass,zodiac,pres12,wtssall,income_rc,agegrp,ageq,siblings,kids,religion,bigregion,partners_rc,obama
2016,2342,3,80,0,3,Bachelor,White,Female,Mountain,$12500 to 14999,None,Divorced,High School,High School,Independent,Moderate,Pretty Happy,No Partners,Legal,Cancer,NA,0.4784967557452195,Gt $10000,Age 65+,Age 62+,3,0,None,West,0,NA
2016,2343,2,53,4,3,High School,Black,Male,Mountain,$22500 to 24999,None,Never Married,NA,Graduate,Independent,Moderate,Not Too Happy,NA,Legal,Pisces,NA,1.5643633629752385,Gt $20000,Age 45-55,Age 49-62,3,4+,None,West,NA,NA
2016,2344,1,31,1,6,High School,White,Male,Mountain,$12500 to 14999,Other,Separated,Bachelor,Bachelor,Not Str Democrat,Moderate,Pretty Happy,NA,NA,Leo,1,1.5643633629752385,Gt $10000,Age 18-35,Age 18-34,6+,1,Other,West,NA,1
2016,2345,3,53,2,6,High School,White,Male,Mountain,$110000 to $129999,Catholic,Divorced,High School,High School,Not Str Republican,Slightly Conservative,Very Happy,1 Partner,Legal,Aquarius,2,0.4784967557452195,Gt $110000,Age 45-55,Age 49-62,6+,2,Catholic,West,1,0
2016,2346,2,24,0,3,Lt High School,White,Female,Mountain,$25000 to 29999,Protestant,Never Married,NA,High School,"Ind,near Rep",Moderate,Pretty Happy,4 Partners,Legal,Gemini,NA,1.5643633629752385,Gt $25000,Age 18-35,Age 18-34,3,0,Protestant,West,4+,NA
2016,2347,3,63,0,1,Bachelor,White,Female,Mountain,$20000 to 22499,None,Never Married,NA,NA,Strong Democrat,Liberal,Not Too Happy,No Partners,Legal,Virgo,NA,0.4784967557452195,Gt $20000,Age 55-65,Age 62+,1,0,None,West,0,NA
2016,2348,2,38,2,2,Graduate,White,Male,Mountain,$110000 to $129999,Protestant,Married,Bachelor,Bachelor,Not Str Republican,Slightly Conservative,Very Happy,1 Partner,Not Legal,Capricorn,NA,0.956993511490439,Gt $110000,Age 35-45,Age 34-49,2,2,Protestant,West,1,NA
2016,2349,1,44,2,1,Graduate,White,Male,Mountain,$130000 to $149999,Protestant,Married,High School,High School,"Ind,near Rep",Moderate,Pretty Happy,NA,NA,Gemini,2,0.956993511490439,Gt $130000,Age 35-45,Age 34-49,1,2,Protestant,West,NA,0
2016,2350,2,54,4,3,High School,White,Female,Mountain,$150000 to $169999,Catholic,Married,Lt High School,High School,Strong Republican,Moderate,Pretty Happy,1 Partner,Not Legal,Leo,2,1.5643633629752385,Gt $150000,Age 45-55,Age 49-62,3,4+,Catholic,West,1,0
2016,2351,3,75,2,3,Graduate,White,Male,Mountain,NA,Protestant,Widowed,High School,Bachelor,"Ind,near Dem",Slightly Liberal,Pretty Happy,NA,Legal,Aries,1,0.4784967557452195,NA,Age 65+,Age 62+,3,2,Protestant,West,NA,1
2016,2352,2,52,2,1,Bachelor,White,Female,Mountain,$110000 to $129999,Protestant,Divorced,High School,High School,Independent,Liberal,Pretty Happy,1 Partner,Legal,Aquarius,1,0.956993511490439,Gt $110000,Age 45-55,Age 49-62,1,2,Protestant,West,1,1
2016,2353,3,54,3,2,Bachelor,Other,Female,Mountain,$90000 to $109999,Protestant,Married,NA,Lt High School,Strong Republican,Conservative,Very Happy,1 Partner,Not Legal,Scorpio,2,1.4354902672356584,Gt $90000,Age 45-55,Age 49-62,2,3,Protestant,West,1,0
2016,2354,2,43,2,0,Graduate,White,Female,Mountain,$50000 to 59999,Protestant,Divorced,High School,High School,Not Str Republican,Conservative,Pretty Happy,2 Partners,Legal,Aquarius,2,0.4784967557452195,Gt $50000,Age 35-45,Age 34-49,0,2,Protestant,West,2,0
2016,2355,1,31,0,0,Bachelor,White,Male,Mountain,$90000 to $109999,Protestant,Never Married,Graduate,Graduate,Not Str Republican,Conservative,Pretty Happy,NA,NA,Virgo,2,0.7821816814876192,Gt $90000,Age 18-35,Age 18-34,0,0,Protestant,West,NA,0
2016,2356,3,48,2,4,High School,White,Female,Mountain,$60000 to 74999,Protestant,Married,Bachelor,High School,Not Str Republican,Slightly Conservative,Very Happy,1 Partner,Not Legal,Virgo,2,1.4354902672356584,Gt $60000,Age 45-55,Age 34-49,4,2,Protestant,West,1,0
2016,2357,2,86,1,2,High School,White,Male,Mountain,NA,Protestant,Married,High School,High School,Strong Republican,Conservative,Pretty Happy,1 Partner,Not Legal,Libra,2,0.956993511490439,NA,Age 65+,Age 62+,2,1,Protestant,West,1,0
2016,2358,2,50,3,1,Junior College,White,Female,Mountain,$60000 to 74999,Protestant,Divorced,Bachelor,NA,"Ind,near Rep",Moderate,Pretty Happy,1 Partner,Not Legal,Aquarius,NA,0.7821816814876192,Gt $60000,Age 45-55,Age 49-62,1,3,Protestant,West,1,NA
2016,2359,1,58,3,3,Bachelor,White,Female,Mountain,$130000 to $149999,None,Married,Bachelor,Junior College,Not Str Republican,Slightly Conservative,Very Happy,NA,NA,Aries,2,0.956993511490439,Gt $130000,Age 55-65,Age 49-62,3,3,None,West,NA,0
2016,2360,3,50,3,2,Graduate,White,Female,Mountain,$50000 to 59999,Catholic,Divorced,Graduate,Bachelor,Strong Republican,Conservative,Pretty Happy,2 Partners,Legal,Scorpio,2,1.5643633629752385,Gt $50000,Age 45-55,Age 49-62,2,3,Catholic,West,2,0
2016,2361,3,62,3,2,Graduate,White,Female,Mountain,$150000 to $169999,None,Divorced,Graduate,High School,"Ind,near Rep",Moderate,Very Happy,No Partners,Legal,Capricorn,2,0.4784967557452195,Gt $150000,Age 55-65,Age 49-62,2,3,None,West,0,0
2016,2362,2,60,1,2,High School,White,Male,Mountain,$170000 or over,Protestant,Married,High School,High School,Other Party,Conservative,Very Happy,1 Partner,Legal,Taurus,2,0.956993511490439,Gt $170000,Age 55-65,Age 49-62,2,1,Protestant,West,1,0
2016,2363,2,20,0,1,High School,White,Female,Mountain,$60000 to 74999,Catholic,Never Married,Bachelor,Graduate,Independent,Moderate,Pretty Happy,2 Partners,Legal,Cancer,NA,1.4354902672356584,Gt $60000,Age 18-35,Age 18-34,1,0,Catholic,West,2,NA
2016,2364,3,30,0,4,Bachelor,White,Female,Mountain,$75000 to $89999,None,Married,NA,Graduate,Not Str Democrat,Liberal,Pretty Happy,1 Partner,Legal,Taurus,1,0.956993511490439,Gt $75000,Age 18-35,Age 18-34,4,0,None,West,1,1
2016,2365,1,35,2,3,Lt High School,White,Male,Mountain,$10000 to 12499,None,Divorced,NA,Lt High School,"Ind,near Dem",Conservative,Not Too Happy,NA,NA,Aries,NA,0.4784967557452195,Gt $10000,Age 18-35,Age 34-49,3,2,None,West,NA,NA
2016,2366,3,68,0,4,Bachelor,White,Male,Mountain,$7 000 to 7 999,None,Never Married,Bachelor,Bachelor,Strong Democrat,Liberal,Pretty Happy,No Partners,Legal,Cancer,1,0.4784967557452195,Gt $0,Age 65+,Age 62+,4,0,None,West,0,1
2016,2367,2,60,2,5,Lt High School,Other,Male,Mountain,$90000 to $109999,Protestant,Married,NA,Lt High School,Not Str Republican,Slightly Conservative,Pretty Happy,1 Partner,Not Legal,Pisces,2,0.956993511490439,Gt $90000,Age 55-65,Age 49-62,5,2,Protestant,West,1,0
2016,2368,1,36,2,1,Graduate,White,Female,Mountain,$150000 to $169999,None,Married,Bachelor,Graduate,Not Str Democrat,Liberal,Very Happy,NA,NA,Cancer,1,1.5643633629752385,Gt $150000,Age 35-45,Age 34-49,1,2,None,West,NA,1
2016,2369,3,58,2,7,High School,White,Female,Mountain,$30000 to 34999,Protestant,Divorced,NA,Bachelor,Not Str Republican,Extremely Liberal,Not Too Happy,No Partners,Legal,Pisces,1,0.4784967557452195,Gt $30000,Age 55-65,Age 49-62,6+,2,Protestant,West,0,1
2016,2370,2,71,0,4,High School,White,Female,Mountain,$12500 to 14999,Protestant,Never Married,Lt High School,High School,"Ind,near Rep",Extremely Conservative,Pretty Happy,No Partners,Not Legal,Cancer,2,0.4784967557452195,Gt $10000,Age 65+,Age 62+,4,0,Protestant,West,0,0
2016,2371,3,22,0,3,High School,White,Male,Mountain,$25000 to 29999,None,Never Married,High School,Bachelor,"Ind,near Rep",Conservative,Pretty Happy,No Partners,Legal,Capricorn,NA,0.956993511490439,Gt $25000,Age 18-35,Age 18-34,3,0,None,West,0,NA
2016,2372,2,59,6,3,High School,Black,Female,Mountain,$8 000 to 9 999,Protestant,Divorced,High School,High School,Not Str Democrat,Moderate,Very Happy,NA,Legal,Sagittarius,1,0.956993511490439,Gt $0,Age 55-65,Age 49-62,3,4+,Protestant,West,NA,1
2016,2373,1,37,3,2,High School,White,Female,Mountain,$40000 to 49999,Protestant,Married,High School,Junior College,Strong Republican,Conservative,Pretty Happy,NA,NA,Leo,2,0.956993511490439,Gt $40000,Age 35-45,Age 34-49,2,3,Protestant,West,NA,0
2016,2374,2,25,3,27,Lt High School,Black,Female,Mountain,NA,Catholic,Married,High School,Lt High School,Not Str Republican,Moderate,Very Happy,1 Partner,Not Legal,Virgo,NA,0.4784967557452195,NA,Age 18-35,Age 18-34,6+,3,Catholic,West,1,NA
2016,2375,3,30,1,0,High School,White,Female,Mountain,$30000 to 34999,None,Never Married,High School,High School,"Ind,near Dem",Moderate,Very Happy,1 Partner,Legal,Leo,NA,0.956993511490439,Gt $30000,Age 18-35,Age 18-34,0,1,None,West,1,NA
2016,2376,3,61,5,4,High School,Black,Male,Mountain,$90000 to $109999,Catholic,Married,High School,High School,Strong Democrat,Moderate,Very Happy,1 Partner,Legal,Cancer,1,0.956993511490439,Gt $90000,Age 55-65,Age 49-62,4,4+,Catholic,West,1,1
2016,2377,2,44,3,4,High School,White,Female,Mountain,$30000 to 34999,Protestant,Divorced,High School,Lt High School,Independent,Slightly Liberal,Not Too Happy,No Partners,Not Legal,Sagittarius,NA,0.4784967557452195,Gt $30000,Age 35-45,Age 34-49,4,3,Protestant,West,0,NA
2016,2378,2,36,1,1,High School,Black,Female,Mountain,$12500 to 14999,Protestant,Never Married,High School,High School,Strong Democrat,Slightly Liberal,Pretty Happy,1 Partner,Legal,Pisces,1,0.4784967557452195,Gt $10000,Age 35-45,Age 34-49,1,1,Protestant,West,1,1
2016,2379,1,21,0,0,High School,White,Female,Mountain,NA,Protestant,Never Married,NA,High School,Independent,NA,Pretty Happy,NA,NA,Pisces,NA,0.956993511490439,NA,Age 18-35,Age 18-34,0,0,Protestant,West,NA,NA
2016,2380,2,68,0,2,Graduate,White,Female,Mountain,$22500 to 24999,Protestant,Widowed,High School,Graduate,Not Str Democrat,Liberal,Pretty Happy,No Partners,Not Legal,Sagittarius,1,0.4784967557452195,Gt $20000,Age 65+,Age 62+,2,0,Protestant,West,0,1
2016,2381,3,39,3,9,Lt High School,White,Female,Pacific,$30000 to 34999,Catholic,Married,Lt High School,Lt High School,NA,Liberal,NA,NA,Not Legal,Aries,NA,1.4354902672356584,Gt $30000,Age 35-45,Age 34-49,6+,3,Catholic,West,NA,NA
2016,2382,3,46,3,5,High School,Other,Male,Pacific,$15000 to 17499,Catholic,Divorced,Lt High School,High School,Strong Republican,Conservative,Pretty Happy,1 Partner,Not Legal,Sagittarius,NA,0.7821816814876192,Gt $15000,Age 45-55,Age 34-49,5,3,Catholic,West,1,NA
2016,2383,2,20,0,8,High School,White,Female,Pacific,$35000 to 39999,Protestant,Never Married,Lt High School,Lt High School,Not Str Democrat,Moderate,Pretty Happy,3 Partners,Legal,Pisces,NA,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,6+,0,Protestant,West,3,NA
2016,2384,1,64,3,9,High School,White,Female,Pacific,$30000 to 34999,Protestant,Married,Lt High School,Lt High School,Strong Republican,Moderate,Pretty Happy,NA,NA,Scorpio,NA,1.5643633629752385,Gt $30000,Age 55-65,Age 62+,6+,3,Protestant,West,NA,NA
2016,2385,3,49,2,9,Lt High School,White,Male,Pacific,$60000 to 74999,Catholic,Married,Lt High School,Lt High School,Not Str Democrat,Moderate,Very Happy,1 Partner,Not Legal,Gemini,NA,0.956993511490439,Gt $60000,Age 45-55,Age 34-49,6+,2,Catholic,West,1,NA
2016,2386,1,42,2,8,Lt High School,White,Female,Pacific,$35000 to 39999,Catholic,Married,Lt High School,Lt High School,Independent,Slightly Liberal,Pretty Happy,NA,NA,Virgo,NA,0.956993511490439,Gt $35000,Age 35-45,Age 34-49,6+,2,Catholic,West,NA,NA
2016,2387,3,53,0,6,Lt High School,Other,Male,Pacific,NA,Protestant,Never Married,Lt High School,Lt High School,"Ind,near Rep",Conservative,Very Happy,No Partners,Not Legal,NA,NA,1.5643633629752385,NA,Age 45-55,Age 49-62,6+,0,Protestant,West,0,NA
2016,2388,2,28,3,4,High School,Other,Male,Pacific,$40000 to 49999,Catholic,Never Married,NA,NA,Strong Democrat,Liberal,Pretty Happy,NA,Not Legal,Aquarius,NA,1.4354902672356584,Gt $40000,Age 18-35,Age 18-34,4,3,Catholic,West,NA,NA
2016,2389,3,68,0,10,High School,White,Male,Pacific,$40000 to 49999,None,Married,Lt High School,Lt High School,Independent,Moderate,Pretty Happy,1 Partner,Legal,Capricorn,NA,0.956993511490439,Gt $40000,Age 65+,Age 62+,6+,0,None,West,1,NA
2016,2390,1,19,0,4,High School,White,Male,Pacific,NA,Protestant,Never Married,Junior College,Junior College,"Ind,near Rep",Moderate,Pretty Happy,NA,NA,Aquarius,NA,1.913987022980878,NA,Age 18-35,Age 18-34,4,0,Protestant,West,NA,NA
2016,2391,3,52,3,1,Bachelor,White,Female,Pacific,$130000 to $149999,Protestant,Married,NA,Graduate,Not Str Republican,Moderate,Very Happy,1 Partner,Legal,Libra,2,1.4354902672356584,Gt $130000,Age 45-55,Age 49-62,1,3,Protestant,West,1,0
2016,2392,1,66,2,11,Junior College,Other,Female,Pacific,NA,None,Divorced,Lt High School,Lt High School,Strong Democrat,Moderate,Very Happy,NA,NA,Aries,1,0.7821816814876192,NA,Age 65+,Age 62+,6+,2,None,West,NA,1
2016,2393,2,42,1,3,Junior College,White,Female,Pacific,$110000 to $129999,Protestant,Married,Graduate,Bachelor,Not Str Democrat,Slightly Liberal,Pretty Happy,1 Partner,Legal,Gemini,1,0.956993511490439,Gt $110000,Age 35-45,Age 34-49,3,1,Protestant,West,1,1
2016,2394,1,33,1,13,Lt High School,Other,Male,Pacific,$60000 to 74999,None,Married,Lt High School,Lt High School,"Ind,near Dem",Liberal,Very Happy,NA,NA,Capricorn,NA,0.956993511490439,Gt $60000,Age 18-35,Age 18-34,6+,1,None,West,NA,NA
2016,2395,3,29,3,4,High School,Other,Male,Pacific,$20000 to 22499,Other,Separated,High School,NA,"Ind,near Rep",Moderate,Not Too Happy,1 Partner,Legal,Taurus,NA,0.4784967557452195,Gt $20000,Age 18-35,Age 18-34,4,3,Other,West,1,NA
2016,2396,2,39,0,1,High School,White,Female,Pacific,$12500 to 14999,None,Never Married,High School,High School,Not Str Democrat,Slightly Conservative,Pretty Happy,No Partners,Legal,Scorpio,1,0.4784967557452195,Gt $10000,Age 35-45,Age 34-49,1,0,None,West,0,1
2016,2397,1,37,3,9,High School,Other,Male,Pacific,$17500 to 19999,Catholic,Never Married,NA,Lt High School,Independent,Moderate,Very Happy,NA,NA,Leo,NA,0.956993511490439,Gt $15000,Age 35-45,Age 34-49,6+,3,Catholic,West,NA,NA
2016,2398,2,54,8,4,Lt High School,White,Male,Pacific,$35000 to 39999,Catholic,Married,NA,High School,Independent,Moderate,Not Too Happy,1 Partner,Legal,Capricorn,NA,1.913987022980878,Gt $35000,Age 45-55,Age 49-62,4,4+,Catholic,West,1,NA
2016,2399,1,22,0,6,High School,White,Female,Pacific,$17500 to 19999,None,Never Married,NA,High School,Not Str Democrat,Slightly Liberal,Very Happy,NA,NA,Gemini,NA,0.956993511490439,Gt $15000,Age 18-35,Age 18-34,6+,0,None,West,NA,NA
2016,2400,3,21,0,7,High School,White,Male,Pacific,$3 000 to 3 999,Protestant,Never Married,High School,High School,Not Str Democrat,Moderate,Pretty Happy,No Partners,Legal,Gemini,NA,1.913987022980878,Gt $0,Age 18-35,Age 18-34,6+,0,Protestant,West,0,NA
2016,2401,2,19,0,16,High School,Black,Male,Pacific,$10000 to 12499,None,Never Married,NA,High School,Not Str Republican,Slightly Conservative,Not Too Happy,1 Partner,Not Legal,Cancer,NA,0.956993511490439,Gt $10000,Age 18-35,Age 18-34,6+,0,None,West,1,NA
2016,2402,3,49,2,6,Lt High School,White,Male,Pacific,under $1 000,Protestant,Never Married,NA,High School,Independent,Moderate,Very Happy,No Partners,Not Legal,Aries,NA,0.4784967557452195,Gt $0,Age 45-55,Age 34-49,6+,2,Protestant,West,0,NA
2016,2403,1,64,5,7,Graduate,Black,Female,Pacific,$20000 to 22499,Protestant,Married,Lt High School,Lt High School,Independent,NA,Very Happy,NA,NA,Capricorn,NA,1.4354902672356584,Gt $20000,Age 55-65,Age 62+,6+,4+,Protestant,West,NA,NA
2016,2404,3,34,4,7,Bachelor,Other,Male,Pacific,$50000 to 59999,Catholic,Married,Lt High School,NA,Not Str Democrat,Slightly Liberal,Very Happy,1 Partner,Legal,Taurus,1,0.956993511490439,Gt $50000,Age 18-35,Age 18-34,6+,4+,Catholic,West,1,1
2016,2405,2,33,3,13,Lt High School,Other,Female,Pacific,NA,Catholic,Married,NA,Lt High School,Independent,Moderate,Very Happy,NA,Not Legal,Cancer,NA,0.956993511490439,NA,Age 18-35,Age 18-34,6+,3,Catholic,West,NA,NA
2016,2406,1,36,3,1,High School,White,Female,Pacific,$30000 to 34999,Protestant,Married,NA,High School,Not Str Democrat,Moderate,Pretty Happy,NA,NA,NA,NA,1.4354902672356584,Gt $30000,Age 35-45,Age 34-49,1,3,Protestant,West,NA,NA
2016,2407,3,30,4,4,Lt High School,White,Female,Pacific,$12500 to 14999,None,Never Married,Lt High School,Lt High School,Independent,Moderate,Pretty Happy,1 Partner,Legal,Cancer,NA,0.956993511490439,Gt $10000,Age 18-35,Age 18-34,4,4+,None,West,1,NA
2016,2408,1,67,2,0,High School,White,Male,Pacific,$12500 to 14999,None,Divorced,NA,Junior College,Other Party,Extremely Liberal,Very Happy,NA,NA,Scorpio,3,0.4784967557452195,Gt $10000,Age 65+,Age 62+,0,2,None,West,NA,0
2016,2409,2,66,7,11,High School,Black,Female,Pacific,$20000 to 22499,Protestant,Divorced,NA,Lt High School,Strong Democrat,Moderate,Pretty Happy,NA,Not Legal,Virgo,1,0.956993511490439,Gt $20000,Age 65+,Age 62+,6+,4+,Protestant,West,NA,1
2016,2410,1,33,2,11,Lt High School,Other,Male,Pacific,$20000 to 22499,Catholic,Never Married,NA,Lt High School,Not Str Democrat,Slightly Conservative,Very Happy,NA,NA,Capricorn,NA,1.4354902672356584,Gt $20000,Age 18-35,Age 18-34,6+,2,Catholic,West,NA,NA
2016,2411,2,50,NA,1,Junior College,White,Female,Pacific,$12500 to 14999,Protestant,Divorced,High School,NA,Strong Democrat,Conservative,Not Too Happy,2 Partners,Not Legal,Cancer,NA,0.4784967557452195,Gt $10000,Age 45-55,Age 49-62,1,NA,Protestant,West,2,NA
2016,2412,1,86,0,4,Bachelor,Other,Female,Pacific,$25000 to 29999,Buddhism,Widowed,High School,High School,"Ind,near Dem",Slightly Conservative,Very Happy,NA,NA,Pisces,1,1.5643633629752385,Gt $25000,Age 65+,Age 62+,4,0,Other,West,NA,1
2016,2413,2,31,2,5,High School,White,Female,Pacific,NA,Catholic,Never Married,NA,NA,Not Str Democrat,Conservative,Very Happy,NA,Not Legal,Aquarius,NA,0.4784967557452195,NA,Age 18-35,Age 18-34,5,2,Catholic,West,NA,NA
2016,2414,2,56,2,6,Junior College,White,Male,Pacific,$75000 to $89999,Catholic,Divorced,Lt High School,Graduate,Other Party,Extremely Conservative,Not Too Happy,4 Partners,Legal,Sagittarius,2,0.4784967557452195,Gt $75000,Age 55-65,Age 49-62,6+,2,Catholic,West,4+,0
2016,2415,1,29,1,2,Junior College,White,Female,Pacific,$50000 to 59999,Catholic,Divorced,Lt High School,High School,NA,Extremely Liberal,Very Happy,NA,NA,Cancer,NA,1.5643633629752385,Gt $50000,Age 18-35,Age 18-34,2,1,Catholic,West,NA,NA
2016,2416,3,69,1,4,High School,White,Male,Pacific,$75000 to $89999,Protestant,Married,Lt High School,High School,Strong Republican,Slightly Liberal,Pretty Happy,1 Partner,Not Legal,Scorpio,NA,1.5643633629752385,Gt $75000,Age 65+,Age 62+,4,1,Protestant,West,1,NA
2016,2417,1,31,2,3,High School,Other,Female,Pacific,$25000 to 29999,Catholic,Never Married,Lt High School,Lt High School,Independent,Extremely Conservative,Pretty Happy,NA,NA,Gemini,NA,0.7821816814876192,Gt $25000,Age 18-35,Age 18-34,3,2,Catholic,West,NA,NA
2016,2418,1,67,4,3,Lt High School,White,Male,Pacific,$10000 to 12499,Protestant,Separated,NA,High School,Strong Republican,Extremely Conservative,Very Happy,NA,NA,Taurus,2,0.7821816814876192,Gt $10000,Age 65+,Age 62+,3,4+,Protestant,West,NA,0
2016,2419,2,59,4,3,Graduate,White,Female,Pacific,$25000 to 29999,None,Separated,High School,High School,Independent,Moderate,Pretty Happy,No Partners,NA,Aquarius,NA,0.4784967557452195,Gt $25000,Age 55-65,Age 49-62,3,4+,None,West,0,NA
2016,2420,1,61,4,3,High School,White,Male,Pacific,$60000 to 74999,Protestant,Married,NA,High School,"Ind,near Rep",Liberal,Very Happy,NA,NA,Aries,NA,1.4354902672356584,Gt $60000,Age 55-65,Age 49-62,3,4+,Protestant,West,NA,NA
2016,2421,1,56,3,2,Junior College,White,Female,Pacific,$75000 to $89999,Jewish,Married,High School,High School,Not Str Democrat,Moderate,Pretty Happy,NA,NA,Gemini,1,1.5643633629752385,Gt $75000,Age 55-65,Age 49-62,2,3,Jewish,West,NA,1
2016,2422,3,37,2,3,Bachelor,White,Female,Pacific,$130000 to $149999,None,Married,Bachelor,High School,Strong Democrat,Slightly Liberal,Pretty Happy,1 Partner,Not Legal,Aries,1,0.956993511490439,Gt $130000,Age 35-45,Age 34-49,3,2,None,West,1,1
2016,2423,3,67,4,7,High School,White,Male,Pacific,$15000 to 17499,Catholic,Separated,High School,High School,"Ind,near Dem",Moderate,Not Too Happy,1 Partner,Legal,Virgo,1,0.7821816814876192,Gt $15000,Age 65+,Age 62+,6+,4+,Catholic,West,1,1
2016,2424,2,19,0,11,Lt High School,White,Male,Pacific,$8 000 to 9 999,None,Never Married,High School,High School,Independent,NA,Not Too Happy,11-20 Partners,Legal,Pisces,NA,1.913987022980878,Gt $0,Age 18-35,Age 18-34,6+,0,None,West,4+,NA
2016,2425,1,61,6,1,Bachelor,White,Female,Pacific,NA,Catholic,Widowed,High School,High School,"Ind,near Dem",Liberal,Pretty Happy,NA,NA,Cancer,NA,0.4784967557452195,NA,Age 55-65,Age 49-62,1,4+,Catholic,West,NA,NA
2016,2426,3,42,1,3,High School,White,Male,Pacific,$75000 to $89999,Protestant,Married,NA,High School,Not Str Republican,Conservative,Very Happy,1 Partner,Legal,Virgo,2,2.3465450444628577,Gt $75000,Age 35-45,Age 34-49,3,1,Protestant,West,1,0
2016,2427,3,56,0,2,Graduate,White,Female,Pacific,$25000 to 29999,Other,Divorced,Graduate,Bachelor,Other Party,Moderate,Pretty Happy,2 Partners,Legal,Pisces,3,0.4784967557452195,Gt $25000,Age 55-65,Age 49-62,2,0,Other,West,2,0
2016,2428,2,59,2,2,High School,White,Female,Pacific,$3 000 to 3 999,None,Divorced,High School,Bachelor,Strong Democrat,Liberal,Pretty Happy,1 Partner,Legal,Cancer,1,0.956993511490439,Gt $0,Age 55-65,Age 49-62,2,2,None,West,1,1
2016,2429,1,68,1,2,Graduate,White,Female,Pacific,$75000 to $89999,None,Never Married,Lt High School,High School,Not Str Democrat,Liberal,Very Happy,NA,NA,Virgo,1,0.956993511490439,Gt $75000,Age 65+,Age 62+,2,1,None,West,NA,1
2016,2430,3,62,2,2,Bachelor,White,Female,Pacific,$40000 to 49999,None,Widowed,Lt High School,High School,Strong Democrat,Liberal,Pretty Happy,No Partners,Not Legal,Leo,1,0.4784967557452195,Gt $40000,Age 55-65,Age 49-62,2,2,None,West,0,1
2016,2431,2,27,0,1,Graduate,White,Female,Pacific,$40000 to 49999,Catholic,Never Married,Bachelor,Bachelor,Strong Republican,Slightly Conservative,Very Happy,1 Partner,Not Legal,Gemini,2,1.4354902672356584,Gt $40000,Age 18-35,Age 18-34,1,0,Catholic,West,1,0
2016,2432,1,69,0,11,Lt High School,Other,Female,Pacific,NA,Catholic,Widowed,NA,Lt High School,Strong Democrat,Extremely Liberal,Very Happy,NA,NA,Capricorn,1,0.4784967557452195,NA,Age 65+,Age 62+,6+,0,Catholic,West,NA,1
2016,2433,2,38,2,2,High School,White,Female,Pacific,$40000 to 49999,None,Married,High School,Lt High School,Independent,Slightly Liberal,Very Happy,1 Partner,Legal,Gemini,NA,1.5643633629752385,Gt $40000,Age 35-45,Age 34-49,2,2,None,West,1,NA
2016,2434,1,63,0,3,Bachelor,White,Male,Pacific,$90000 to $109999,Protestant,Married,High School,High School,Other Party,Conservative,Pretty Happy,NA,NA,Gemini,2,0.4784967557452195,Gt $90000,Age 55-65,Age 62+,3,0,Protestant,West,NA,0
2016,2435,2,81,3,4,Lt High School,White,Female,Pacific,$17500 to 19999,None,Widowed,NA,High School,Strong Republican,Conservative,Pretty Happy,No Partners,Not Legal,Taurus,2,0.7821816814876192,Gt $15000,Age 65+,Age 62+,4,3,None,West,0,0
2016,2436,1,20,0,3,High School,White,Female,Pacific,NA,Christian,Never Married,NA,Bachelor,"Ind,near Rep",Slightly Conservative,Pretty Happy,NA,NA,Pisces,NA,0.956993511490439,NA,Age 18-35,Age 18-34,3,0,Other,West,NA,NA
2016,2437,2,26,0,2,Bachelor,White,Female,Pacific,$110000 to $129999,None,Never Married,NA,Graduate,Strong Democrat,Liberal,Pretty Happy,1 Partner,Legal,Leo,1,0.956993511490439,Gt $110000,Age 18-35,Age 18-34,2,0,None,West,1,1
2016,2438,1,24,0,3,Bachelor,White,Female,Pacific,$7 000 to 7 999,Catholic,Never Married,Bachelor,Bachelor,Not Str Republican,Slightly Conservative,Very Happy,NA,NA,Pisces,2,1.4354902672356584,Gt $0,Age 18-35,Age 18-34,3,0,Catholic,West,NA,0
2016,2439,3,35,2,4,Graduate,White,Female,Pacific,$75000 to $89999,Protestant,Married,Junior College,Lt High School,Other Party,Liberal,Very Happy,1 Partner,Legal,Leo,1,0.956993511490439,Gt $75000,Age 18-35,Age 34-49,4,2,Protestant,West,1,1
2016,2440,1,52,3,3,High School,White,Male,Pacific,$90000 to $109999,None,Married,Bachelor,Bachelor,Not Str Republican,Slightly Conservative,Pretty Happy,NA,NA,Sagittarius,2,1.5643633629752385,Gt $90000,Age 45-55,Age 49-62,3,3,None,West,NA,0
2016,2441,3,43,1,2,Bachelor,White,Female,Pacific,$75000 to $89999,None,Married,NA,Lt High School,Not Str Democrat,Slightly Liberal,Not Too Happy,1 Partner,Legal,Virgo,1,0.956993511490439,Gt $75000,Age 35-45,Age 34-49,2,1,None,West,1,1
2016,2442,2,68,0,2,Bachelor,White,Female,Pacific,$75000 to $89999,None,Married,Lt High School,High School,"Ind,near Rep",Slightly Conservative,Very Happy,1 Partner,Legal,Aries,2,0.956993511490439,Gt $75000,Age 65+,Age 62+,2,0,None,West,1,0
2016,2443,1,77,0,2,Bachelor,White,Male,Pacific,$35000 to 39999,None,Married,Lt High School,High School,Strong Democrat,Liberal,Pretty Happy,NA,NA,Gemini,1,0.956993511490439,Gt $35000,Age 65+,Age 62+,2,0,None,West,NA,1
